A0A075B5I0	ENSMUSG00000090765
A0A140LJ87	ENSMUSG00000109060
A0A140LJ87	ENSMUSG00000109396
A0A140LJC7	ENSMUSG00000109372
A0A140LJF5	ENSMUSG00000108995
A0A140LJJ2	ENSMUSG00000079497
A0A140T8I4	ENSMUSG00000020870
A0A140T8J6	ENSMUSG00000049605
A0A140T8J7	ENSMUSG00000043715
A0A140T8J9	ENSMUSG00000062553
A0A140T8K0	ENSMUSG00000062621
A0A140T8K3	ENSMUSG00000058884
A0A140T8K4	ENSMUSG00000060663
A0A140T8K7	ENSMUSG00000060404
A0A140T8L4	ENSMUSG00000073943
A0A140T8L6	ENSMUSG00000074780
A0A140T8L9	ENSMUSG00000076471
A0A140T8M0	ENSMUSG00000094335
A0A140T8M1	ENSMUSG00000094420
A0A140T8M2	ENSMUSG00000096422
A0A140T8M3	ENSMUSG00000076577
A0A140T8M4	ENSMUSG00000096594
A0A140T8M5	ENSMUSG00000094797
A0A140T8M6	ENSMUSG00000095335
A0A140T8M8	ENSMUSG00000076505
A0A140T8M9	ENSMUSG00000095497
A0A140T8N1	ENSMUSG00000076535
A0A140T8N3	ENSMUSG00000076538
A0A140T8N4	ENSMUSG00000076571
A0A140T8N5	ENSMUSG00000095630
A0A140T8N6	ENSMUSG00000076469
A0A140T8N7	ENSMUSG00000094930
A0A140T8N8	ENSMUSG00000076512
A0A140T8N9	ENSMUSG00000076576
A0A140T8P0	ENSMUSG00000094117
A0A140T8P1	ENSMUSG00000096844
A0A140T8P2	ENSMUSG00000076587
A0A140T8P3	ENSMUSG00000076523
A0A140T8P4	ENSMUSG00000095338
A0A140T8P5	ENSMUSG00000076583
A0A140T8P6	ENSMUSG00000076564
A0A140T8P7	ENSMUSG00000076586
A0A140T8P8	ENSMUSG00000076474
A0A140T8P9	ENSMUSG00000095771
A0A140T8Q0	ENSMUSG00000094478
A0A140T8Q2	ENSMUSG00000078198
A0A140T8Q4	ENSMUSG00000096715
A0A140T8Q5	ENSMUSG00000099711
A0A140T8T4	ENSMUSG00000062456
A0A140T8U1	ENSMUSG00000081362
A0A140T8U3	ENSMUSG00000095658
A0A140T8U4	ENSMUSG00000093922
A0A140T8U8	ENSMUSG00000074111
A0A1B0GQX2	ENSMUSG00000097929
A0A1B0GQX3	ENSMUSG00000105734
A0A1B0GQY9	ENSMUSG00000041679
A0A1B0GR10	ENSMUSG00000110324
A0A1B0GR13	ENSMUSG00000073001
A0A1B0GR31	ENSMUSG00000109903
A0A1B0GR71	ENSMUSG00000073427
A0A1B0GR74	ENSMUSG00000110185
A0A1B0GR83	ENSMUSG00000084782
A0A1B0GR91	ENSMUSG00000045010
A0A1B0GRB6	ENSMUSG00000109946
A0A1B0GRE8	ENSMUSG00000095936
A0A1B0GRF0	ENSMUSG00000094156
A0A1B0GRG8	ENSMUSG00000082815
A0A1B0GRH6	ENSMUSG00000109969
A0A1B0GRI2	ENSMUSG00000109771
A0A1B0GRI5	ENSMUSG00000086545
A0A1B0GRI9	ENSMUSG00000110277
A0A1B0GRJ3	ENSMUSG00000099418
A0A1B0GRJ4	ENSMUSG00000073786
A0A1B0GRK0	ENSMUSG00000109649
A0A1B0GRL1	ENSMUSG00000066101
A0A1B0GRL2	ENSMUSG00000110291
A0A1B0GRN7	ENSMUSG00000080751
A0A1B0GRQ0	ENSMUSG00000110344
A0A1B0GRQ3	ENSMUSG00000110218
A0A1B0GRQ9	ENSMUSG00000087376
A0A1B0GRU2	ENSMUSG00000052785
A0A1B0GRV7	ENSMUSG00000109739
A0A1B0GS00	ENSMUSG00000110221
A0A1B0GS01	ENSMUSG00000109713
A0A1B0GS61	ENSMUSG00000087512
A0A1B0GS71	ENSMUSG00000110061
A0A1B0GS74	ENSMUSG00000085683
A0A1B0GS75	ENSMUSG00000059108
A0A1B0GS82	ENSMUSG00000110358
A0A1B0GSA0	ENSMUSG00000109859
A0A1B0GSA9	ENSMUSG00000090471
A0A1B0GSB0	ENSMUSG00000025461
A0A1B0GSB3	ENSMUSG00000081443
A0A1B0GSD2	ENSMUSG00000070568
A0A1B0GSE1	ENSMUSG00000096773
A0A1B0GSF4	ENSMUSG00000110259
A0A1B0GSF6	ENSMUSG00000110086
A0A1B0GSF9	ENSMUSG00000110332
A0A1B0GSG0	ENSMUSG00000073978
A0A1B0GSG7	ENSMUSG00000106350
A0A1B0GSH7	ENSMUSG00000110091
A0A1B0GSI2	ENSMUSG00000109745
A0A1B0GSI5	ENSMUSG00000110353
A0A1B0GSI9	ENSMUSG00000109806
A0A1B0GSJ4	ENSMUSG00000084135
A0A1B0GSK3	ENSMUSG00000109588
A0A1B0GSM6	ENSMUSG00000085484
A0A1B0GSN5	ENSMUSG00000094531
A0A1B0GSN8	ENSMUSG00000085139
A0A1B0GSP6	ENSMUSG00000110100
A0A1B0GSS1	ENSMUSG00000080891
A0A1B0GSS6	ENSMUSG00000109398
A0A1B0GST0	ENSMUSG00000060888
A0A1B0GST9	ENSMUSG00000097789
A0A1B0GSU5	ENSMUSG00000110008
A0A1B0GSW2	ENSMUSG00000099564
A0A1B0GSX1	ENSMUSG00000085486
A0A1B0GSZ0	ENSMUSG00000028475
A0A1B0GSZ2	ENSMUSG00000084262
A0A1B0GT06	ENSMUSG00000109655
A0A1B0GT13	ENSMUSG00000090963
A0A1B0GT24	ENSMUSG00000109858
A0A1B0GT27	ENSMUSG00000108348
A0A1B0GT39	ENSMUSG00000109833
A0A1B0GT42	ENSMUSG00000110266
A0A1B0GT45	ENSMUSG00000109737
A0A1B0GT64	ENSMUSG00000061371
A0A1B0GT72	ENSMUSG00000100962
A0A1C7CYU6	ENSMUSG00000110190
A0A1C7CYV3	ENSMUSG00000110103
A0A1D5RLC8	ENSMUSG00000110628
A0A1D5RLD8	ENSMUSG00000110469
A0A1D5RLF0	ENSMUSG00000104614
A0A1D5RLK8	ENSMUSG00000110576
A0A1D5RLM8	ENSMUSG00000040838
A0A1D5RLR8	ENSMUSG00000037913
A0A1D5RLS7	ENSMUSG00000105078
A0A1D5RM15	ENSMUSG00000059897
A0A1D5RM53	ENSMUSG00000097075
A0A1D5RM54	ENSMUSG00000087230
A0A1D5RM70	ENSMUSG00000110591
A0A1D5RM95	ENSMUSG00000093910
A0A1D5RM98	ENSMUSG00000110573
A0A1D5RMA1	ENSMUSG00000110477
A0A1D5RMB0	ENSMUSG00000074206
A0A1D5RMC2	ENSMUSG00000044676
A0A1D5RMD1	ENSMUSG00000110622
A0A1D5RMH6	ENSMUSG00000110519
A0A1D5RMN0	ENSMUSG00000044162
A0A1L1SQ02	ENSMUSG00000082980
A0A1L1SQF6	ENSMUSG00000111259
A0A1L1SQH2	ENSMUSG00000082216
A0A1L1SQJ6	ENSMUSG00000111456
A0A1L1SQT2	ENSMUSG00000059205
A0A1L1SQU7	ENSMUSG00000070047
A0A1L1SR01	ENSMUSG00000107167
A0A1L1SR47	ENSMUSG00000094152
A0A1L1SR87	ENSMUSG00000109305
A0A1L1SR98	ENSMUSG00000111772
A0A1L1SRD7	ENSMUSG00000111590
A0A1L1SRK6	ENSMUSG00000111711
A0A1L1SRZ5	ENSMUSG00000070855
A0A1L1SRZ8	ENSMUSG00000111814
A0A1L1SSB4	ENSMUSG00000095218
A0A1L1SSC7	ENSMUSG00000037300
A0A1L1SSD5	ENSMUSG00000062844
A0A1L1SSS5	ENSMUSG00000111448
A0A1L1SSZ5	ENSMUSG00000111239
A0A1L1ST14	ENSMUSG00000102091
A0A1L1STD5	ENSMUSG00000081948
A0A1L1STD6	ENSMUSG00000074918
A0A1L1STL1	ENSMUSG00000070853
A0A1L1STL9	ENSMUSG00000111184
A0A1L1STN9	ENSMUSG00000083706
A0A1L1STQ7	ENSMUSG00000018986
A0A1L1STZ9	ENSMUSG00000110804
A0A1L1SU13	ENSMUSG00000075100
A0A1L1SU27	ENSMUSG00000014782
A0A1L1SUA2	ENSMUSG00000030877
A0A1L1SUC9	ENSMUSG00000111689
A0A1L1SUI3	ENSMUSG00000032114
A0A1L1SUL6	ENSMUSG00000046242
A0A1L1SUP2	ENSMUSG00000086338
A0A1L1SUS1	ENSMUSG00000094678
A0A1L1SV77	ENSMUSG00000111273
A0A1L1SVB5	ENSMUSG00000108908
A0A1L1SVG7	ENSMUSG00000047794
A0A1L1SVH0	ENSMUSG00000061387
A0A1W2P6H7	ENSMUSG00000112640
A0A1W2P6Q8	ENSMUSG00000112814
A0A1W2P6Q8	ENSMUSG00000112419
A0A1W2P6U8	ENSMUSG00000044581
A0A1W2P709	ENSMUSG00000112600
A0A1W2P728	ENSMUSG00000071195
A0A1W2P738	ENSMUSG00000112187
A0A1W2P739	ENSMUSG00000096131
A0A1W2P740	ENSMUSG00000048996
A0A1W2P7G7	ENSMUSG00000112160
A0A1W2P7H4	ENSMUSG00000112495
A0A1W2P7H6	ENSMUSG00000101860
A0A1W2P7I0	ENSMUSG00000087403
A0A1W2P7N1	ENSMUSG00000112380
A0A1W2P7S4	ENSMUSG00000095941
A0A1W2P7S8	ENSMUSG00000112216
A0A1W2P7S8	ENSMUSG00000112252
A0A1W2P7T4	ENSMUSG00000050157
A0A1W2P7T6	ENSMUSG00000112223
A0A1W2P7U0	ENSMUSG00000111915
A0A1W2P7V2	ENSMUSG00000112611
A0A1W2P7W0	ENSMUSG00000112170
A0A1W2P7Z8	ENSMUSG00000112919
A0A1W2P7Z8	ENSMUSG00000112027
A0A1W2P827	ENSMUSG00000081769
A0A1W2P855	ENSMUSG00000112781
A0A1W2P860	ENSMUSG00000112864
A0A1W2P884	ENSMUSG00000038594
A0A1W2P8B8	ENSMUSG00000086962
A0A1W2P8D5	ENSMUSG00000112653
A0A1Y7VHD7	ENSMUSG00000076632
A0A1Y7VIM3	ENSMUSG00000113084
A0A1Y7VIT9	ENSMUSG00000113558
A0A1Y7VIU2	ENSMUSG00000113880
A0A1Y7VIZ1	ENSMUSG00000074863
A0A1Y7VJ07	ENSMUSG00000113097
A0A1Y7VJ29	ENSMUSG00000114004
A0A1Y7VJ58	ENSMUSG00000113925
A0A1Y7VJE6	ENSMUSG00000108622
A0A1Y7VJE9	ENSMUSG00000113201
A0A1Y7VJH8	ENSMUSG00000113267
A0A1Y7VJK9	ENSMUSG00000113846
A0A1Y7VJN6	ENSMUSG00000076615
A0A1Y7VJV2	ENSMUSG00000113973
A0A1Y7VJW0	ENSMUSG00000072066
A0A1Y7VK00	ENSMUSG00000069208
A0A1Y7VK80	ENSMUSG00000113805
A0A1Y7VKT9	ENSMUSG00000113489
A0A1Y7VKT9	ENSMUSG00000113951
A0A1Y7VKY1	ENSMUSG00000113061
A0A1Y7VLE6	ENSMUSG00000114011
A0A1Y7VLQ2	ENSMUSG00000105867
A0A1Y7VLT7	ENSMUSG00000113971
A0A1Y7VMD6	ENSMUSG00000059114
A0A1Y7VMI0	ENSMUSG00000020545
A0A1Y7VMP7	ENSMUSG00000021245
A0A1Y7VN40	ENSMUSG00000114073
A0A1Y7VNG9	ENSMUSG00000114075
A0A1Y7VNY1	ENSMUSG00000104423
A0A1Y7VNZ0	ENSMUSG00000021222
A0A1Y7VP24	ENSMUSG00000113255
A0A1Y7VP58	ENSMUSG00000100190
A0A1Z4VJI9	ENSMUSG00000115378
A0A286YCH8	ENSMUSG00000114212
A0A286YCP9	ENSMUSG00000114299
A0A286YCQ8	ENSMUSG00000114559
A0A286YCV9	ENSMUSG00000060012
A0A286YCX6	ENSMUSG00000033382
A0A286YCZ6	ENSMUSG00000085861
A0A286YD13	ENSMUSG00000114943
A0A286YD60	ENSMUSG00000091680
A0A286YD83	ENSMUSG00000085007
A0A286YDB2	ENSMUSG00000085684
A0A286YDE9	ENSMUSG00000063846
A0A286YDG0	ENSMUSG00000114852
A0A286YDK0	ENSMUSG00000114582
A0A286YDK6	ENSMUSG00000114245
A0A286YDL3	ENSMUSG00000099655
A0A286YDM5	ENSMUSG00000108728
A0A286YDN8	ENSMUSG00000094091
A0A286YDP4	ENSMUSG00000114694
A0A286YDU8	ENSMUSG00000108929
A0A286YDY8	ENSMUSG00000052099
A0A286YE43	ENSMUSG00000114591
A0A286YE47	ENSMUSG00000108891
A0A286YEC0	ENSMUSG00000114865
A0A288CFY5	ENSMUSG00000061195
A0A2I3BPB7	ENSMUSG00000115483
A0A2I3BPE8	ENSMUSG00000073956
A0A2I3BPG7	ENSMUSG00000115027
A0A2I3BPG9	ENSMUSG00000060377
A0A2I3BPJ2	ENSMUSG00000115726
A0A2I3BPQ2	ENSMUSG00000080713
A0A2I3BPT4	ENSMUSG00000049229
A0A2I3BPT7	ENSMUSG00000090981
A0A2I3BPU7	ENSMUSG00000094891
A0A2I3BPW5	ENSMUSG00000115768
A0A2I3BPX0	ENSMUSG00000075128
A0A2I3BQ22	ENSMUSG00000107648
A0A2I3BQ48	ENSMUSG00000034731
A0A2I3BQ57	ENSMUSG00000059768
A0A2I3BQA3	ENSMUSG00000049372
A0A2I3BQB5	ENSMUSG00000060311
A0A2I3BQC3	ENSMUSG00000092349
A0A2I3BQG2	ENSMUSG00000012123
A0A2I3BQG5	ENSMUSG00000095603
A0A2I3BQH9	ENSMUSG00000107748
A0A2I3BQR4	ENSMUSG00000093884
A0A2I3BQS8	ENSMUSG00000115798
A0A2I3BR00	ENSMUSG00000067522
A0A2I3BR05	ENSMUSG00000115115
A0A2I3BR67	ENSMUSG00000081945
A0A2I3BR68	ENSMUSG00000115113
A0A2I3BR81	ENSMUSG00000071547
A0A2I3BRA8	ENSMUSG00000115423
A0A2I3BRI6	ENSMUSG00000059460
A0A2I3BRL8	ENSMUSG00000049235
A0A2I3BRN2	ENSMUSG00000071531
A0A2I3BRN4	ENSMUSG00000083855
A0A2I3BRV4	ENSMUSG00000107822
A0A2I3BRV7	ENSMUSG00000058491
A0A2I3BRW3	ENSMUSG00000094884
A0A2I3BRX0	ENSMUSG00000095858
A0A2I3BRZ3	ENSMUSG00000090799
A0A2I3BS13	ENSMUSG00000041885
A0A2R8VH94	ENSMUSG00000087198
A0A2R8VHF7	ENSMUSG00000116376
A0A2R8VHJ9	ENSMUSG00000116079
A0A2R8VHP3	ENSMUSG00000095241
A0A2R8VHS9	ENSMUSG00000116336
A0A2R8VJU7	ENSMUSG00000022542
A0A2R8VKG2	ENSMUSG00000068373
A0A338P6D3	ENSMUSG00000116673
A0A338P6D5	ENSMUSG00000045942
A0A338P6F4	ENSMUSG00000080717
A0A338P6G2	ENSMUSG00000090777
A0A338P6G8	ENSMUSG00000061469
A0A338P6I9	ENSMUSG00000116563
A0A338P6K9	ENSMUSG00000074994
A0A338P6S8	ENSMUSG00000035258
A0A338P6T0	ENSMUSG00000091631
A0A338P708	ENSMUSG00000116636
A0A338P719	ENSMUSG00000117286
A0A338P791	ENSMUSG00000058159
A0A338P7C9	ENSMUSG00000038141
A0A3B2W3J6	ENSMUSG00000091045
A0A3B2W3R4	ENSMUSG00000067951
A0A3B2W3Y6	ENSMUSG00000095886
A0A3B2W422	ENSMUSG00000096593
A0A3B2W4A7	ENSMUSG00000096002
A0A3B2W7H5	ENSMUSG00000069743
A0A3B2W7J0	ENSMUSG00000117091
A0A3B2W842	ENSMUSG00000094950
A0A3B2WB67	ENSMUSG00000091794
A0A3B2WBA1	ENSMUSG00000090762
A0A3B2WBC8	ENSMUSG00000090619
A0A3B2WCF4	ENSMUSG00000117284
A0A3B2WCP9	ENSMUSG00000117136
A0A3B2WCY4	ENSMUSG00000092080
A0A3B2WD20	ENSMUSG00000092043
A0A3B2WD42	ENSMUSG00000117145
A0A3B2WD63	ENSMUSG00000101307
A0A3Q4EG79	ENSMUSG00000090655
A0A3Q4EGJ1	ENSMUSG00000078793
A0A3Q4EGK1	ENSMUSG00000117477
A0A3Q4EGR4	ENSMUSG00000091967
A0A3Q4EHH0	ENSMUSG00000091614
A0A3Q4EIC8	ENSMUSG00000057021
A0A3Q4L333	ENSMUSG00000093533
A0A494B935	ENSMUSG00000082316
A0A494B9C2	ENSMUSG00000116652
A0A494B9I6	ENSMUSG00000117965
A0A494B9K2	ENSMUSG00000038782
A0A494B9T5	ENSMUSG00000050102
A0A494B9V8	ENSMUSG00000074925
A0A494BA14	ENSMUSG00000084136
A0A494BA26	ENSMUSG00000091014
A0A494BA31	ENSMUSG00000024485
A0A494BA35	ENSMUSG00000118298
A0A494BA90	ENSMUSG00000067262
A0A494BAC1	ENSMUSG00000117781
A0A494BAR6	ENSMUSG00000039330
A0A494BAW1	ENSMUSG00000068452
A0A494BB10	ENSMUSG00000117809
A0A494BB12	ENSMUSG00000041538
A0A494BBH0	ENSMUSG00000086812
A0A494BBN4	ENSMUSG00000117666
A0A504	ENSMUSG00000093536
A0A571BD42	ENSMUSG00000062132
A0A571BD55	ENSMUSG00000118441
A0A571BDD5	ENSMUSG00000118483
A0A571BDE3	ENSMUSG00000096645
A0A571BDF8	ENSMUSG00000118415
A0A571BDQ7	ENSMUSG00000089997
A0A571BDR6	ENSMUSG00000090485
A0A571BDS5	ENSMUSG00000102802
A0A571BE33	ENSMUSG00000050122
A0A571BE98	ENSMUSG00000103409
A0A571BEE2	ENSMUSG00000039555
A0A571BEE7	ENSMUSG00000087035
A0A571BEG0	ENSMUSG00000072487
A0A571BEL3	ENSMUSG00000043903
A0A571BEL8	ENSMUSG00000118462
A0A571BEN1	ENSMUSG00000020061
A0A571BEN2	ENSMUSG00000095315
A0A571BEP9	ENSMUSG00000009047
A0A571BES4	ENSMUSG00000087679
A0A571BEV2	ENSMUSG00000091844
A0A571BEV3	ENSMUSG00000022002
A0A571BEW1	ENSMUSG00000118407
A0A571BF02	ENSMUSG00000074899
A0A571BF50	ENSMUSG00000118454
A0A571BF58	ENSMUSG00000026950
A0A571BF63	ENSMUSG00000047773
A0A571BF69	ENSMUSG00000068587
A0A571BF98	ENSMUSG00000074579
A0A571BG01	ENSMUSG00000090326
A0A571BG29	ENSMUSG00000095474
A0A571BG45	ENSMUSG00000118431
A0A571BG86	ENSMUSG00000118438
A0A571BGC3	ENSMUSG00000047369
A0A5F8MPB3	ENSMUSG00000109809
A0A5F8MPC3	ENSMUSG00000118578
A0A5F8MPE2	ENSMUSG00000118505
A0A5F8MPE6	ENSMUSG00000118554
A0A5F8MPE7	ENSMUSG00000118497
A0A5F8MPF7	ENSMUSG00000098947
A0A5F8MPF9	ENSMUSG00000110067
A0A5F8MPG2	ENSMUSG00000073155
A0A5F8MPH1	ENSMUSG00000094035
A0A5F8MPH2	ENSMUSG00000034818
A0A5F8MPH8	ENSMUSG00000033327
A0A5F8MPL8	ENSMUSG00000045744
A0A5F8MPM5	ENSMUSG00000117495
A0A5F8MPN6	ENSMUSG00000118528
A0A5F8MPP0	ENSMUSG00000040624
A0A5F8MPQ1	ENSMUSG00000099863
A0A5F8MPQ6	ENSMUSG00000118522
A0A5F8MPS3	ENSMUSG00000079357
A0A5F8MPS4	ENSMUSG00000074994
A0A5F8MPU3	ENSMUSG00000072295
A0A5F8MPU8	ENSMUSG00000118541
A0A5F8MPV0	ENSMUSG00000042641
A0A5F8MPV3	ENSMUSG00000087364
A0A5F8MPV9	ENSMUSG00000012042
A0A5F8MPY0	ENSMUSG00000098332
A0A5F8MPY2	ENSMUSG00000118552
A0A5F8MQ13	ENSMUSG00000057716
A0A5F8MQ20	ENSMUSG00000085933
A0JLY1	ENSMUSG00000070883
A0JNT9	ENSMUSG00000041609
A0JNU3	ENSMUSG00000037686
A0JP43	ENSMUSG00000050944
A0N8I8	ENSMUSG00000094993
A0N8N6	ENSMUSG00000096656
A0N8R0	ENSMUSG00000095689
A0N8R0	ENSMUSG00000096055
A0N8R1	ENSMUSG00000096825
A0PK51	ENSMUSG00000062278
A0PK57	ENSMUSG00000067513
A0PK84	ENSMUSG00000048483
A1A535	ENSMUSG00000027831
A1A546	ENSMUSG00000031621
A1A547	ENSMUSG00000042244
A1A5B6	ENSMUSG00000039201
A1E5L0	ENSMUSG00000062329
A1E960	ENSMUSG00000009580
A1IGU4	ENSMUSG00000045094
A1L0T3	ENSMUSG00000029699
A1L1B4	ENSMUSG00000063780
A1L317	ENSMUSG00000020913
A1L3C1	ENSMUSG00000051113
A1L3P4	ENSMUSG00000060681
A1L3T7	ENSMUSG00000074577
A1Y9I9	ENSMUSG00000078630
A1YIY0	ENSMUSG00000070504
A1Z198	ENSMUSG00000070390
A2A259	ENSMUSG00000037578
A2A3U9	ENSMUSG00000079642
A2A3V1	ENSMUSG00000059708
A2A3V2	ENSMUSG00000037636
A2A432	ENSMUSG00000031095
A2A447	ENSMUSG00000079638
A2A472	ENSMUSG00000074607
A2A484	ENSMUSG00000039671
A2A4E2	ENSMUSG00000079112
A2A4F1	ENSMUSG00000071767
A2A4L9	ENSMUSG00000078258
A2A4M0	ENSMUSG00000078257
A2A4M2	ENSMUSG00000069717
A2A4M7	ENSMUSG00000078256
A2A4P0	ENSMUSG00000034931
A2A4U6	ENSMUSG00000017667
A2A559	ENSMUSG00000038208
A2A580	ENSMUSG00000078935
A2A588	ENSMUSG00000078131
A2A590	ENSMUSG00000047253
A2A591	ENSMUSG00000047564
A2A592	ENSMUSG00000078132
A2A5E6	ENSMUSG00000014198
A2A5F7	ENSMUSG00000035355
A2A5H4	ENSMUSG00000070530
A2A5H7	ENSMUSG00000078940
A2A5I3	ENSMUSG00000078949
A2A5K6	ENSMUSG00000039834
A2A5N3	ENSMUSG00000054582
A2A5N8	ENSMUSG00000035576
A2A5R2	ENSMUSG00000074582
A2A5X3	ENSMUSG00000078255
A2A5X4	ENSMUSG00000078254
A2A5X5	ENSMUSG00000078253
A2A5X6	ENSMUSG00000078252
A2A5Z6	ENSMUSG00000018363
A2A654	ENSMUSG00000040481
A2A690	ENSMUSG00000053580
A2A699	ENSMUSG00000034685
A2A6A1	ENSMUSG00000034621
A2A6C4	ENSMUSG00000049506
A2A6H3	ENSMUSG00000070336
A2A6M5	ENSMUSG00000006056
A2A6P4	ENSMUSG00000041629
A2A6Q5	ENSMUSG00000020687
A2A6T1	ENSMUSG00000050910
A2A6V5	ENSMUSG00000078605
A2A752	ENSMUSG00000078506
A2A761	ENSMUSG00000064141
A2A791	ENSMUSG00000042446
A2A799	ENSMUSG00000066000
A2A7A1	ENSMUSG00000062518
A2A7A2	ENSMUSG00000078495
A2A7A5	ENSMUSG00000065999
A2A7B5	ENSMUSG00000057637
A2A7F4	ENSMUSG00000049878
A2A7I1	ENSMUSG00000078497
A2A7Q9	ENSMUSG00000028793
A2A7S8	ENSMUSG00000050390
A2A7V0	ENSMUSG00000066007
A2A7W0	ENSMUSG00000089753
A2A7W1	ENSMUSG00000089722
A2A7W1	ENSMUSG00000069609
A2A7Y5	ENSMUSG00000029022
A2A7Z8	ENSMUSG00000078507
A2A825	ENSMUSG00000073733
A2A863	ENSMUSG00000020758
A2A870	ENSMUSG00000020776
A2A884	ENSMUSG00000028634
A2A891	ENSMUSG00000014592
A2A899	ENSMUSG00000078491
A2A8L1	ENSMUSG00000005045
A2A8L5	ENSMUSG00000033295
A2A8M8	ENSMUSG00000078512
A2A8N0	ENSMUSG00000059218
A2A8N2	ENSMUSG00000066031
A2A8Q4	ENSMUSG00000078496
A2A8R0	ENSMUSG00000034557
A2A8T1	ENSMUSG00000063929
A2A8T7	ENSMUSG00000044556
A2A8U2	ENSMUSG00000044700
A2A8V7	ENSMUSG00000056300
A2A8Z1	ENSMUSG00000028559
A2A935	ENSMUSG00000039410
A2A958	ENSMUSG00000046262
A2A974	ENSMUSG00000078597
A2A995	ENSMUSG00000078612
A2A9A2	ENSMUSG00000047143
A2A9C3	ENSMUSG00000033253
A2A9F4	ENSMUSG00000037600
A2A9G7	ENSMUSG00000059816
A2A9H6	ENSMUSG00000034239
A2A9I7	ENSMUSG00000028610
A2A9J5	ENSMUSG00000058186
A2A9K7	ENSMUSG00000028841
A2A9Q0	ENSMUSG00000074738
A2A9Q9	ENSMUSG00000064129
A2A9R3	ENSMUSG00000035427
A2A9T0	ENSMUSG00000038517
A2A9U8	ENSMUSG00000078520
A2AA28	ENSMUSG00000090266
A2AA67	ENSMUSG00000052563
A2AAE1	ENSMUSG00000037270
A2AAJ9	ENSMUSG00000061462
A2AAX3	ENSMUSG00000043929
A2AAY5	ENSMUSG00000040711
A2AB59	ENSMUSG00000034255
A2AB62	ENSMUSG00000020940
A2ABG4	ENSMUSG00000039976
A2ABU4	ENSMUSG00000037139
A2ABV5	ENSMUSG00000064127
A2ABX0	ENSMUSG00000038980
A2AC93	ENSMUSG00000034706
A2ACG1	ENSMUSG00000074628
A2ACJ2	ENSMUSG00000025384
A2ACP1	ENSMUSG00000028555
A2ACQ1	ENSMUSG00000027655
A2ACT7	ENSMUSG00000027570
A2ACY8	ENSMUSG00000111159
A2AD83	ENSMUSG00000036131
A2ADA5	ENSMUSG00000051557
A2ADB2	ENSMUSG00000006218
A2ADF7	ENSMUSG00000040740
A2ADI4	ENSMUSG00000079513
A2ADM8	ENSMUSG00000050600
A2ADU8	ENSMUSG00000067597
A2ADU9	ENSMUSG00000015665
A2ADW8	ENSMUSG00000095872
A2ADY9	ENSMUSG00000078515
A2ADZ8	ENSMUSG00000040795
A2AE20	ENSMUSG00000037167
A2AE21	ENSMUSG00000031079
A2AE42	ENSMUSG00000048796
A2AED3	ENSMUSG00000045326
A2AEH9	ENSMUSG00000060726
A2AEI7	ENSMUSG00000058252
A2AEN9	ENSMUSG00000079521
A2AEP0	ENSMUSG00000067679
A2AEV7	ENSMUSG00000031150
A2AEY4	ENSMUSG00000067878
A2AF28	ENSMUSG00000044348
A2AF31	ENSMUSG00000089996
A2AF33	ENSMUSG00000089768
A2AF47	ENSMUSG00000031093
A2AF53	ENSMUSG00000073139
A2AF73	ENSMUSG00000079606
A2AFE9	ENSMUSG00000037086
A2AFH1	ENSMUSG00000050435
A2AFH2	ENSMUSG00000047079
A2AFI6	ENSMUSG00000079584
A2AFK4	ENSMUSG00000039069
A2AFR2	ENSMUSG00000031182
A2AFR3	ENSMUSG00000049176
A2AFS3	ENSMUSG00000040412
A2AFS9	ENSMUSG00000071686
A2AG06	ENSMUSG00000051455
A2AG10	ENSMUSG00000072944
A2AG50	ENSMUSG00000041020
A2AG58	ENSMUSG00000044150
A2AGA4	ENSMUSG00000043333
A2AGB2	ENSMUSG00000078639
A2AGD7	ENSMUSG00000028689
A2AGH6	ENSMUSG00000079487
A2AGJ4	ENSMUSG00000078772
A2AGL3	ENSMUSG00000057378
A2AGU5	ENSMUSG00000079525
A2AGW5	ENSMUSG00000066688
A2AGW6	ENSMUSG00000078513
A2AGW7	ENSMUSG00000070617
A2AGW8	ENSMUSG00000046435
A2AGX3	ENSMUSG00000075028
A2AH22	ENSMUSG00000040506
A2AHA7	ENSMUSG00000067360
A2AHC3	ENSMUSG00000026933
A2AHC5	ENSMUSG00000078208
A2AHC6	ENSMUSG00000060685
A2AHC7	ENSMUSG00000079699
A2AHC8	ENSMUSG00000079697
A2AHG0	ENSMUSG00000037703
A2AHJ4	ENSMUSG00000063663
A2AHL1	ENSMUSG00000074968
A2AHM0	ENSMUSG00000073069
A2AHM1	ENSMUSG00000094861
A2AHM1	ENSMUSG00000096072
A2AHM2	ENSMUSG00000078861
A2AHM8	ENSMUSG00000071764
A2AHY8	ENSMUSG00000035395
A2AI05	ENSMUSG00000006471
A2AI08	ENSMUSG00000048707
A2AI76	ENSMUSG00000047485
A2AI92	ENSMUSG00000079479
A2AIG8	ENSMUSG00000040272
A2AIL4	ENSMUSG00000050323
A2AIP0	ENSMUSG00000042788
A2AIR5	ENSMUSG00000039579
A2AIV2	ENSMUSG00000040720
A2AIV8	ENSMUSG00000026928
A2AIW0	ENSMUSG00000026927
A2AJ15	ENSMUSG00000036646
A2AJ38	ENSMUSG00000079170
A2AJ76	ENSMUSG00000055632
