c100000_g1	6055.m.41809
c100668_g1	6055.m.45355
c100669_g1	6055.m.45357
c100670_g1	6055.m.45366
c100670_g2	6055.m.45370
c100672_g1	6055.m.45379
c100673_g2	6055.m.45381
c100673_g3	6055.m.45382
c100673_g4	6055.m.45385
c100673_g5	6055.m.45386
c100673_g6	6055.m.45387
c100674_g1	6055.m.45390
c100674_g2	6055.m.45391
c100675_g1	6055.m.45396
c100676_g1	6055.m.45400
c100677_g1	6055.m.45401
c100678_g1	6055.m.45404
c100678_g3	6055.m.45407
c100678_g4	6055.m.45409
c100679_g1	6055.m.45410
c100679_g2	6055.m.45413
c100680_g1	6055.m.45419
c100681_g1	6055.m.45429
c100682_g1	6055.m.45431
c100683_g1	6055.m.45442
c100684_g1	6055.m.45444
c100685_g1	6055.m.45452
c100686_g1	6055.m.45456
c100686_g2	6055.m.45463
c100687_g1	6055.m.45467
c100687_g2	6055.m.45468
c100688_g1	6055.m.45469
c100689_g1	6055.m.45476
c100691_g1	6055.m.45478
c100692_g1	6055.m.45483
c100693_g2	6055.m.45489
c100694_g1	6055.m.45492
c100695_g1	6055.m.45493
c100695_g2	6055.m.45495
c100696_g1	6055.m.45497
c100696_g2	6055.m.45499
c100696_g3	6055.m.45500
c100697_g1	6055.m.45501
c100697_g2	6055.m.45505
c100698_g1	6055.m.45506
c100698_g2	6055.m.45508
c100699_g1	6055.m.45510
c100700_g1	6055.m.45513
c100700_g2	6055.m.45515
c100701_g1	6055.m.45516
c100702_g1	6055.m.45517
c100702_g2	6055.m.45521
c100703_g1	6055.m.45525
c100703_g2	6055.m.45529
c100703_g3	6055.m.45528
c100704_g2	6055.m.45540
c100705_g1	6055.m.45559
c100706_g1	6055.m.45567
c100707_g1	6055.m.45572
c100707_g2	6055.m.45574
c100707_g4	6055.m.45577
c100707_g6	6055.m.45582
c100708_g1	6055.m.45583
c100709_g1	6055.m.45588
c100710_g1	6055.m.45590
c100711_g1	6055.m.45592
c100712_g1	6055.m.45595
c100712_g2	6055.m.45598
c100712_g3	6055.m.45601
c100712_g4	6055.m.45604
c100713_g1	6055.m.45607
c100714_g1	6055.m.45608
c100715_g1	6055.m.45611
c100716_g1	6055.m.45613
c100716_g2	6055.m.45617
c100716_g3	6055.m.45626
c100717_g1	6055.m.45629
c100717_g2	6055.m.45630
c100717_g3	6055.m.45634
c100718_g3	6055.m.45640
c100719_g1	6055.m.45643
c100719_g2	6055.m.45646
c100720_g1	6055.m.45647
c100720_g2	6055.m.45649
c100722_g1	6055.m.45654
c100723_g1	6055.m.45662
c100724_g1	6055.m.45672
c100724_g2	6055.m.45674
c100724_g3	6055.m.45676
c100725_g1	6055.m.45685
c100725_g2	6055.m.45687
c100726_g1	6055.m.45689
c100727_g1	6055.m.45690
c100728_g1	6055.m.45699
c100729_g1	6055.m.45707
c100729_g2	6055.m.45713
c100730_g1	6055.m.45715
c100731_g1	6055.m.45716
c100731_g2	6055.m.45717
c100731_g3	6055.m.45720
c100731_g4	6055.m.45721
c100731_g5	6055.m.45732
c100732_g1	6055.m.45733
c100733_g1	6055.m.45737
c100734_g1	6055.m.45738
c100734_g2	6055.m.45744
c100735_g1	6055.m.45748
c100735_g2	6055.m.45750
c100736_g1	6055.m.45752
c100737_g1	6055.m.45756
c100740_g1	6055.m.45761
c100741_g1	6055.m.45762
c100742_g1	6055.m.45763
c100742_g2	6055.m.45764
c100742_g3	6055.m.45766
c100743_g1	6055.m.45774
c100745_g1	6055.m.45775
c100745_g2	6055.m.45776
c100746_g1	6055.m.45784
c100748_g1	6055.m.45786
c100749_g1	6055.m.45789
c100750_g1	6055.m.45792
c100751_g1	6055.m.45794
c100752_g1	6055.m.45803
c100752_g2	6055.m.45802
c100752_g3	6055.m.45812
c100752_g4	6055.m.45814
c100752_g5	6055.m.45815
c100753_g1	6055.m.45817
c100754_g1	6055.m.45822
c100755_g1	6055.m.45829
c100756_g1	6055.m.45837
c100757_g1	6055.m.45842
c100758_g1	6055.m.45851
c100759_g1	6055.m.45852
c100760_g1	6055.m.45855
c100761_g1	6055.m.45858
c100762_g1	6055.m.45871
c100763_g1	6055.m.45875
c100764_g1	6055.m.45876
c100764_g2	6055.m.45879
c100765_g1	6055.m.45886
c100766_g1	6055.m.45889
c100769_g1	6055.m.45894
c100770_g1	6055.m.45896
c100770_g2	6055.m.45897
c100772_g1	6055.m.45898
c100773_g1	6055.m.45904
c100773_g2	6055.m.45908
c100773_g3	6055.m.45910
c100774_g1	6055.m.45916
c100775_g1	6055.m.45917
c100775_g2	6055.m.45923
c100776_g1	6055.m.45930
c100777_g1	6055.m.45932
c100778_g1	6055.m.45933
c100779_g1	6055.m.45936
c100780_g1	6055.m.45944
c100781_g1	6055.m.45950
c100782_g1	6055.m.45953
c100783_g1	6055.m.45965
c100784_g1	6055.m.45971
c100784_g2	6055.m.45973
c100784_g3	6055.m.45974
c100785_g1	6055.m.45975
c100786_g1	6055.m.45978
c100788_g1	6055.m.45988
c100788_g2	6055.m.45984
c100789_g1	6055.m.45992
c100790_g2	6055.m.45996
c100791_g1	6055.m.46002
c100792_g1	6055.m.46010
c100793_g1	6055.m.46013
c100793_g2	6055.m.46015
c100794_g1	6055.m.46019
c100795_g1	6055.m.46027
c100796_g1	6055.m.46036
c100797_g1	6055.m.46038
c100797_g2	6055.m.46040
c100798_g1	6055.m.46042
c100799_g1	6055.m.46048
c100800_g1	6055.m.46052
c100801_g1	6055.m.46056
c100803_g1	6055.m.46059
c100804_g1	6055.m.46065
c100804_g2	6055.m.46069
c100804_g3	6055.m.46070
c100805_g1	6055.m.46073
c100806_g1	6055.m.46077
c100807_g1	6055.m.46079
c100808_g1	6055.m.46080
c100809_g1	6055.m.46086
c100809_g2	6055.m.46090
c100810_g1	6055.m.46092
c100810_g2	6055.m.46094
c100810_g3	6055.m.46105
c100811_g1	6055.m.46110
c100812_g1	6055.m.46115
c100813_g1	6055.m.46120
c100815_g1	6055.m.46122
c100816_g1	6055.m.46123
c100817_g1	6055.m.46127
c100818_g1	6055.m.46131
c100819_g1	6055.m.46135
c100820_g1	6055.m.46138
c100821_g1	6055.m.46144
c100822_g1	6055.m.46151
c100823_g1	6055.m.46159
c100823_g2	6055.m.46161
c100824_g2	6055.m.46163
c100826_g1	6055.m.46176
c100827_g1	6055.m.46182
c100827_g2	6055.m.46188
c100828_g1	6055.m.46190
c100828_g2	6055.m.46191
c100829_g3	6055.m.46194
c100829_g5	6055.m.46206
c100830_g1	6055.m.46229
c100830_g2	6055.m.46236
c100831_g1	6055.m.46244
c100831_g2	6055.m.46250
c100832_g1	6055.m.46255
c100833_g1	6055.m.46257
c100834_g1	6055.m.46273
c100835_g1	6055.m.46276
c100836_g1	6055.m.46281
c100837_g1	6055.m.46282
c100837_g2	6055.m.46285
c100838_g1	6055.m.46289
c100838_g2	6055.m.46294
c100839_g1	6055.m.46296
c100839_g2	6055.m.46298
c100840_g1	6055.m.46300
c100841_g1	6055.m.46303
c100842_g1	6055.m.46305
c100845_g1	6055.m.46314
c100846_g1	6055.m.46317
c100847_g1	6055.m.46318
c100848_g1	6055.m.46321
c100848_g2	6055.m.46322
c100849_g1	6055.m.46326
c100850_g1	6055.m.46327
c100850_g2	6055.m.46328
c100851_g1	6055.m.46330
c100852_g1	6055.m.46332
c100852_g3	6055.m.46337
c100853_g1	6055.m.46342
c100853_g2	6055.m.46346
c100853_g3	6055.m.46345
c100854_g1	6055.m.46356
c100856_g1	6055.m.46363
c100856_g2	6055.m.46369
c100857_g1	6055.m.46371
c100857_g2	6055.m.46374
c100857_g3	6055.m.46379
c100858_g1	6055.m.46383
c100861_g1	6055.m.46388
c100862_g1	6055.m.46393
c100862_g4	6055.m.46394
c100863_g1	6055.m.46400
c100864_g1	6055.m.46405
c100865_g1	6055.m.46414
c100866_g1	6055.m.46420
c100867_g1	6055.m.46423
c100867_g2	6055.m.46427
c100869_g1	6055.m.46428
c100870_g1	6055.m.46435
c100870_g3	6055.m.46438
c100870_g4	6055.m.46442
c100870_g5	6055.m.46444
c100871_g1	6055.m.46446
c100871_g3	6055.m.46450
c100872_g1	6055.m.46453
c100873_g1	6055.m.46456
c100874_g1	6055.m.46459
c100875_g1	6055.m.46463
c100875_g2	6055.m.46462
c100876_g1	6055.m.46467
c100877_g1	6055.m.46470
c100878_g1	6055.m.46474
c100878_g2	6055.m.46479
c100878_g3	6055.m.46481
c100879_g1	6055.m.46488
c100879_g2	6055.m.46494
c100881_g1	6055.m.46501
c100881_g2	6055.m.46504
c100882_g1	6055.m.46510
c100883_g1	6055.m.46516
c100884_g1	6055.m.46524
c100884_g2	6055.m.46526
c100885_g1	6055.m.46527
c100886_g1	6055.m.46537
c100887_g1	6055.m.46549
c100888_g1	6055.m.46552
c100889_g2	6055.m.46553
c100890_g1	6055.m.46559
c100891_g1	6055.m.46565
c100892_g1	6055.m.46567
c100893_g1	6055.m.46571
c100893_g2	6055.m.46572
c100893_g3	6055.m.46574
c100894_g1	6055.m.46576
c100894_g2	6055.m.46579
c100895_g1	6055.m.46582
c100896_g1	6055.m.46587
c100897_g1	6055.m.46594
c100898_g1	6055.m.46598
c100898_g2	6055.m.46601
c100898_g3	6055.m.46609
c100899_g1	6055.m.46617
c100900_g1	6055.m.46620
c100901_g1	6055.m.46625
c100901_g3	6055.m.46626
c100902_g1	6055.m.46627
c100903_g1	6055.m.46631
c100903_g3	6055.m.46632
c100903_g4	6055.m.46633
c100903_g5	6055.m.46635
c100903_g6	6055.m.46637
c100904_g1	6055.m.46638
c100904_g2	6055.m.46640
c100904_g3	6055.m.46642
c100905_g1	6055.m.46644
c100906_g2	6055.m.46645
c100907_g1	6055.m.46647
c100908_g2	6055.m.46649
c100908_g3	6055.m.46657
c100910_g1	6055.m.46666
c100911_g1	6055.m.46669
c100911_g2	6055.m.46672
c100912_g3	6055.m.46674
c100912_g5	6055.m.46677
c100913_g1	6055.m.46679
c100913_g2	6055.m.46682
c100913_g3	6055.m.46686
c100914_g1	6055.m.46687
c100915_g1	6055.m.46690
c100916_g1	6055.m.46693
c100917_g2	6055.m.46694
c100918_g1	6055.m.46698
c100919_g1	6055.m.46700
c100919_g2	6055.m.46701
c100920_g1	6055.m.46715
c100920_g2	6055.m.46720
c100921_g1	6055.m.46725
c100921_g2	6055.m.46722
c100921_g3	6055.m.46723
c100921_g4	6055.m.46724
c100922_g1	6055.m.46728
c100922_g2	6055.m.46732
c100922_g3	6055.m.46735
c100923_g1	6055.m.46742
c100924_g1	6055.m.46744
c100925_g2	6055.m.46745
c100926_g1	6055.m.46749
c100927_g1	6055.m.46751
c100928_g1	6055.m.46762
c100929_g1	6055.m.46774
c100929_g2	6055.m.46786
c100930_g1	6055.m.46787
c100931_g1	6055.m.46789
c100932_g1	6055.m.46791
c100933_g1	6055.m.46796
c100933_g2	6055.m.46795
c100934_g1	6055.m.46800
c100935_g1	6055.m.46802
c100937_g1	6055.m.46806
c100938_g1	6055.m.46808
c100939_g1	6055.m.46813
c100940_g1	6055.m.46814
c100941_g1	6055.m.46818
c100942_g1	6055.m.46820
c100942_g2	6055.m.46826
c100943_g1	6055.m.46831
c100944_g1	6055.m.46837
c100945_g1	6055.m.46840
c100946_g1	6055.m.46845
c100947_g1	6055.m.46847
c100948_g1	6055.m.46869
c100949_g1	6055.m.46874
c100950_g2	6055.m.46877
c100951_g1	6055.m.46878
c100951_g3	6055.m.46880
c100952_g1	6055.m.46881
c100953_g1	6055.m.46883
c100953_g2	6055.m.46894
c100954_g1	6055.m.46896
c100955_g1	6055.m.46901
c100956_g1	6055.m.46904
c100956_g2	6055.m.46906
c100957_g1	6055.m.46908
c100958_g1	6055.m.46910
c100958_g2	6055.m.46913
c100958_g3	6055.m.46915
c100960_g1	6055.m.46921
c100961_g1	6055.m.46924
c100961_g2	6055.m.46925
c100962_g1	6055.m.46928
c100962_g2	6055.m.46930
c100962_g3	6055.m.46935
c100963_g1	6055.m.46938
c100964_g1	6055.m.46945
c100964_g2	6055.m.46953
c100964_g3	6055.m.46958
c100965_g1	6055.m.46963
c100966_g1	6055.m.46964
c100966_g2	6055.m.46966
c100967_g1	6055.m.46970
c100967_g2	6055.m.46972
c100968_g2	6055.m.46974
c100968_g3	6055.m.46976
c100969_g1	6055.m.46978
c100970_g1	6055.m.46982
c100970_g2	6055.m.46983
c100971_g2	6055.m.46986
c100973_g1	6055.m.46991
c100974_g1	6055.m.46993
c100975_g1	6055.m.46998
c100975_g2	6055.m.47003
c100975_g4	6055.m.47006
c100976_g1	6055.m.47007
c100977_g1	6055.m.47009
c100977_g2	6055.m.47018
c100977_g3	6055.m.47021
c100978_g1	6055.m.47038
c100980_g1	6055.m.47050
c100981_g1	6055.m.47057
c100981_g2	6055.m.47060
c100981_g3	6055.m.47062
c100981_g4	6055.m.47065
c100982_g1	6055.m.47069
c100984_g1	6055.m.47077
c100984_g2	6055.m.47081
c100985_g1	6055.m.47083
c100986_g1	6055.m.47097
c100988_g1	6055.m.47103
c100989_g1	6055.m.47108
c100990_g1	6055.m.47111
c100991_g1	6055.m.47117
c100992_g1	6055.m.47119
c100993_g1	6055.m.47121
c100993_g2	6055.m.47124
c100994_g1	6055.m.47126
c100995_g1	6055.m.47130
c100996_g1	6055.m.47133
c100996_g2	6055.m.47136
c100997_g1	6055.m.47141
c100998_g1	6055.m.47146
c100999_g1	6055.m.47153
c100999_g2	6055.m.47157
c101000_g1	6055.m.47161
c101001_g1	6055.m.47169
c101001_g2	6055.m.47170
c101001_g3	6055.m.47174
c101002_g1	6055.m.47177
c101003_g1	6055.m.47180
c101004_g1	6055.m.47183
c101005_g1	6055.m.47188
c101006_g1	6055.m.47191
c101007_g1	6055.m.47196
c101008_g1	6055.m.47199
c101009_g1	6055.m.47205
c101009_g2	6055.m.47207
c101010_g1	6055.m.47217
c101011_g1	6055.m.47223
c101012_g1	6055.m.47228
c101012_g2	6055.m.47229
c101012_g3	6055.m.47230
c101013_g1	6055.m.47233
c101014_g1	6055.m.47236
c101014_g2	6055.m.47237
c101015_g1	6055.m.47240
c101017_g1	6055.m.47244
c101018_g1	6055.m.47246
c101018_g2	6055.m.47248
c101018_g3	6055.m.47252
c101018_g4	6055.m.47253
c101018_g5	6055.m.47256
c101018_g6	6055.m.47260
c101018_g7	6055.m.47263
c101018_g8	6055.m.47264
c101018_g9	6055.m.47267
c101021_g1	6055.m.47271
c101022_g1	6055.m.47278
c101022_g2	6055.m.47280
c101022_g3	6055.m.47283
c101023_g1	6055.m.47285
c101024_g1	6055.m.47287
c101025_g1	6055.m.47290
c101026_g1	6055.m.47294
c101027_g1	6055.m.47302
c101027_g2	6055.m.47305
c101027_g3	6055.m.47308
c101027_g4	6055.m.47309
c101027_g5	6055.m.47313
c101028_g1	6055.m.47317
c101029_g1	6055.m.47319
c101029_g2	6055.m.47321
c101030_g1	6055.m.47327
c101030_g2	6055.m.47330
c101031_g1	6055.m.47337
c101032_g1	6055.m.47339
c101033_g1	6055.m.47342
c101034_g1	6055.m.47346
c101035_g1	6055.m.47348
c101035_g2	6055.m.47353
c101036_g1	6055.m.47358
c101037_g2	6055.m.47365
c101037_g3	6055.m.47369
c101038_g1	6055.m.47373
c101038_g2	6055.m.47375
c101038_g3	6055.m.47377
c101038_g4	6055.m.47386
c101038_g5	6055.m.47383
c101039_g1	6055.m.47391
c101039_g2	6055.m.47395
c101040_g2	6055.m.47397
c101040_g3	6055.m.47398
c101041_g1	6055.m.47403
c101041_g2	6055.m.47401
c101041_g3	6055.m.47404
c101041_g4	6055.m.47407
c101041_g5	6055.m.47408
c101042_g1	6055.m.47412
c101043_g1	6055.m.47414
c101044_g1	6055.m.47420
c101045_g1	6055.m.47424
c101046_g1	6055.m.47432
c101046_g2	6055.m.47438
c101047_g1	6055.m.47441
c101048_g1	6055.m.47450
c101049_g1	6055.m.47453
c101050_g1	6055.m.47465
c101051_g1	6055.m.47471
c101052_g1	6055.m.47475
c101053_g1	6055.m.47480
c101054_g1	6055.m.47484
c101054_g2	6055.m.47485
c101055_g1	6055.m.47487
c101056_g1	6055.m.47490
c101057_g1	6055.m.47492
c101058_g1	6055.m.47496
c101059_g1	6055.m.47497
c101059_g2	6055.m.47502
c101060_g1	6055.m.47504
c101061_g1	6055.m.47508
c101062_g1	6055.m.47515
c101062_g2	6055.m.47516
c101062_g3	6055.m.47517
c101062_g4	6055.m.47521
c101062_g5	6055.m.47522
c101063_g1	6055.m.47526
c101064_g1	6055.m.47529
c101065_g1	6055.m.47534
c101065_g2	6055.m.47536
c101066_g1	6055.m.47537
c101067_g1	6055.m.47538
c101068_g1	6055.m.47541
c101069_g1	6055.m.47545
c101069_g2	6055.m.47551
c101069_g3	6055.m.47556
c101069_g4	6055.m.47557
c101070_g1	6055.m.47560
c101071_g1	6055.m.47562
c101071_g2	6055.m.47563
c101071_g3	6055.m.47565
c101071_g4	6055.m.47571
c101072_g1	6055.m.47579
c101073_g1	6055.m.47581
c101074_g1	6055.m.47584
c101075_g1	6055.m.47593
c101077_g1	6055.m.47598
c101077_g2	6055.m.47597
c101079_g1	6055.m.47605
c101080_g1	6055.m.47612
c101080_g2	6055.m.47615
c101081_g1	6055.m.47619
c101082_g1	6055.m.47621
c101082_g2	6055.m.47624
c101083_g1	6055.m.47626
c101084_g1	6055.m.47628
c101085_g1	6055.m.47643
c101085_g2	6055.m.47644
c101085_g3	6055.m.47645
c101085_g5	6055.m.47646
c101085_g6	6055.m.47648
c101085_g7	6055.m.47649
c101086_g1	6055.m.47656
c101087_g1	6055.m.47660
c101088_g1	6055.m.47666
c101089_g1	6055.m.47669
c101090_g1	6055.m.47670
c101091_g1	6055.m.47672
c101092_g1	6055.m.47678
c101092_g2	6055.m.47686
c101093_g4	6055.m.47687
c101094_g1	6055.m.47693
c101094_g2	6055.m.47696
c101094_g3	6055.m.47702
c101094_g4	6055.m.47707
c101095_g1	6055.m.47709
c101096_g1	6055.m.47715
c101097_g1	6055.m.47722
c101098_g1	6055.m.47726
c101099_g1	6055.m.47732
c101100_g1	6055.m.47746
c101101_g1	6055.m.47751
c101101_g3	6055.m.47757
c101102_g1	6055.m.47765
c101103_g1	6055.m.47773
c101105_g1	6055.m.47779
c101105_g2	6055.m.47780
c101106_g1	6055.m.47785
c101107_g1	6055.m.47791
c101108_g1	6055.m.47798
c101109_g1	6055.m.47801
c101109_g2	6055.m.47803
c101110_g1	6055.m.47807
c101111_g1	6055.m.47821
c101112_g1	6055.m.47825
c101113_g1	6055.m.47832
c101114_g4	6055.m.47835
c101114_g5	6055.m.47836
c101115_g1	6055.m.47837
c101116_g1	6055.m.47842
c101116_g2	6055.m.47845
c101117_g1	6055.m.47849
c101119_g1	6055.m.47857
c101120_g1	6055.m.47859
c101120_g2	6055.m.47868
c101121_g1	6055.m.47870
c101122_g1	6055.m.47883
c101123_g1	6055.m.47885
c101124_g1	6055.m.47890
c101125_g1	6055.m.47891
c101126_g1	6055.m.47897
c101128_g1	6055.m.47902
c101128_g2	6055.m.47904
c101129_g1	6055.m.47906
c101130_g1	6055.m.47909
c101131_g1	6055.m.47910
c101131_g2	6055.m.47911
c101132_g1	6055.m.47913
c101133_g2	6055.m.47917
c101134_g1	6055.m.47918
c101135_g1	6055.m.47923
c101136_g1	6055.m.47930
c101137_g1	6055.m.47932
c101137_g2	6055.m.47938
c101138_g1	6055.m.47939
c101138_g2	6055.m.47942
c101139_g1	6055.m.47943
c101140_g1	6055.m.47947
c101140_g2	6055.m.47948
c101141_g1	6055.m.47954
c101142_g1	6055.m.47957
c101143_g1	6055.m.47965
c101144_g1	6055.m.47969
c101145_g1	6055.m.47973
c101146_g1	6055.m.47975
c101147_g1	6055.m.47977
c101147_g2	6055.m.47980
c101148_g1	6055.m.47986
c101148_g2	6055.m.47988
c101149_g1	6055.m.48001
c101150_g1	6055.m.48008
c101151_g1	6055.m.48017
c101152_g1	6055.m.48026
c101152_g2	6055.m.48028
c101153_g1	6055.m.48030
c101153_g2	6055.m.48036
c101153_g3	6055.m.48040
c101153_g4	6055.m.48042
c101154_g1	6055.m.48046
c101155_g1	6055.m.48055
c101156_g1	6055.m.48057
c101158_g1	6055.m.48064
c101158_g2	6055.m.48069
c101159_g1	6055.m.48073
c101160_g1	6055.m.48078
c101161_g3	6055.m.48082
c101162_g1	6055.m.48087
c101163_g1	6055.m.48090
c101164_g1	6055.m.48092
c101164_g2	6055.m.48093
c101164_g3	6055.m.48094
c101165_g2	6055.m.48097
c101166_g1	6055.m.48101
c101166_g2	6055.m.48102
c101167_g1	6055.m.48103
c101168_g1	6055.m.48107
c101169_g1	6055.m.48111
c101170_g1	6055.m.48116
c101170_g2	6055.m.48123
c101171_g1	6055.m.48132
c101172_g1	6055.m.48134
c101173_g1	6055.m.48148
c101174_g1	6055.m.48153
c101175_g1	6055.m.48157
c101175_g3	6055.m.48164
c101175_g4	6055.m.48163
c101176_g1	6055.m.48167
c101177_g1	6055.m.48179
c101178_g1	6055.m.48186
c101179_g1	6055.m.48187
c101179_g2	6055.m.48188
c101180_g1	6055.m.48189
c101181_g1	6055.m.48190
c101183_g1	6055.m.48194
c101183_g2	6055.m.48202
c101184_g1	6055.m.48205
c101184_g2	6055.m.48210
c101184_g3	6055.m.48212
c101184_g4	6055.m.48215
c101184_g5	6055.m.48216
c101184_g6	6055.m.48217
c101185_g1	6055.m.48218
c101187_g1	6055.m.48227
c101188_g1	6055.m.48229
c101188_g2	6055.m.48235
c101189_g1	6055.m.48236
c101190_g1	6055.m.48240
c101190_g2	6055.m.48241
c101191_g1	6055.m.48243
c101191_g2	6055.m.48244
c101191_g3	6055.m.48246
c101191_g4	6055.m.48249
c101191_g5	6055.m.48250
c101192_g1	6055.m.48253
c101193_g1	6055.m.48255
c101194_g1	6055.m.48261
c101195_g1	6055.m.48266
c101195_g2	6055.m.48268
c101196_g1	6055.m.48282
c101197_g1	6055.m.48293
c101197_g2	6055.m.48295
c101198_g1	6055.m.48297
c101199_g1	6055.m.48298
c101200_g1	6055.m.48300
c101200_g2	6055.m.48301
c101201_g1	6055.m.48303
c101201_g2	6055.m.48308
c101202_g1	6055.m.48311
c101204_g1	6055.m.48313
c101205_g1	6055.m.48316
c101205_g2	6055.m.48322
c101206_g1	6055.m.48324
c101207_g1	6055.m.48331
c101208_g1	6055.m.48337
c101208_g2	6055.m.48338
c101209_g1	6055.m.48342
c101210_g2	6055.m.48346
c101210_g3	6055.m.48345
c101211_g1	6055.m.48349
c101212_g1	6055.m.48362
c101212_g2	6055.m.48355
c101213_g1	6055.m.48371
c101213_g2	6055.m.48374
c101214_g1	6055.m.48376
c101215_g1	6055.m.48381
c101216_g1	6055.m.48385
c101217_g1	6055.m.48387
c101218_g1	6055.m.48389
c101219_g1	6055.m.48394
c101220_g1	6055.m.48398
c101220_g2	6055.m.48403
c101222_g1	6055.m.48405
c101223_g1	6055.m.48407
c101224_g1	6055.m.48414
c101225_g1	6055.m.48419
c101227_g1	6055.m.48424
c101227_g3	6055.m.48431
c101227_g4	6055.m.48434
c101228_g1	6055.m.48437
c101228_g2	6055.m.48445
c101228_g3	6055.m.48450
c101229_g1	6055.m.48454
c101230_g1	6055.m.48462
c101231_g1	6055.m.48463
c101232_g1	6055.m.48466
c101233_g1	6055.m.48468
c101234_g1	6055.m.48470
c101234_g2	6055.m.48479
c101235_g1	6055.m.48484
c101235_g2	6055.m.48486
c101235_g3	6055.m.48487
c101235_g4	6055.m.48490
c101235_g5	6055.m.48493
c101236_g1	6055.m.48495
c101237_g1	6055.m.48497
c101238_g1	6055.m.48502
c101238_g2	6055.m.48503
c101239_g1	6055.m.48509
c101240_g1	6055.m.48520
c101240_g2	6055.m.48514
c101241_g1	6055.m.48531
c101242_g1	6055.m.48533
c101243_g1	6055.m.48540
c101244_g1	6055.m.48541
c101245_g1	6055.m.48546
c101246_g1	6055.m.48549
c101247_g1	6055.m.48556
c101247_g2	6055.m.48553
c101248_g1	6055.m.48558
c101249_g1	6055.m.48564
c101250_g1	6055.m.48568
c101251_g1	6055.m.48571
c101251_g2	6055.m.48572
c101251_g3	6055.m.48573
c101252_g1	6055.m.48586
c101253_g1	6055.m.48590
c101253_g2	6055.m.48593
c101253_g3	6055.m.48599
c101254_g1	6055.m.48602
c101255_g1	6055.m.48604
c101255_g2	6055.m.48607
c101256_g1	6055.m.48610
c101257_g1	6055.m.48615
c101257_g2	6055.m.48616
c101258_g1	6055.m.48617
c101259_g1	6055.m.48620
c101259_g2	6055.m.48622
c101259_g3	6055.m.48623
c101260_g1	6055.m.48626
c101260_g2	6055.m.48628
c101261_g1	6055.m.48630
c101262_g1	6055.m.48636
c101263_g1	6055.m.48641
c101264_g1	6055.m.48645
c101265_g1	6055.m.48653
c101266_g1	6055.m.48659
c101266_g2	6055.m.48667
c101267_g1	6055.m.48676
c101268_g1	6055.m.48683
c101268_g2	6055.m.48688
c101268_g3	6055.m.48690
c101268_g4	6055.m.48691
c101268_g5	6055.m.48692
c101269_g1	6055.m.48693
c101270_g1	6055.m.48698
c101270_g2	6055.m.48699
c101270_g3	6055.m.48701
c101271_g1	6055.m.48702
c101272_g1	6055.m.48706
c101272_g2	6055.m.48711
c101272_g3	6055.m.48714
c101273_g1	6055.m.48719
c101273_g2	6055.m.48722
c101274_g1	6055.m.48731
c101275_g1	6055.m.48737
c101275_g2	6055.m.48739
c101276_g1	6055.m.48740
c101277_g3	6055.m.48742
c101278_g1	6055.m.48755
c101278_g2	6055.m.48759
c101279_g1	6055.m.48764
c101279_g2	6055.m.48768
c101280_g1	6055.m.48772
c101281_g1	6055.m.48774
c101282_g1	6055.m.48776
c101283_g1	6055.m.48778
c101284_g1	6055.m.48788
c101285_g1	6055.m.48791
c101285_g2	6055.m.48794
c101286_g1	6055.m.48806
c101287_g1	6055.m.48814
c101288_g1	6055.m.48820
c101288_g2	6055.m.48824
c101289_g1	6055.m.48827
c101290_g1	6055.m.48842
c101291_g1	6055.m.48847
c101291_g2	6055.m.48852
c101292_g1	6055.m.48854
c101292_g2	6055.m.48860
c101293_g2	6055.m.48864
c101294_g1	6055.m.48866
c101294_g2	6055.m.48868
c101295_g1	6055.m.48872
c101295_g2	6055.m.48873
c101296_g1	6055.m.48877
c101296_g2	6055.m.48878
c101296_g3	6055.m.48881
c101296_g4	6055.m.48884
c101296_g5	6055.m.48885
c101296_g6	6055.m.48886
c101296_g7	6055.m.48888
c101296_g8	6055.m.48889
c101297_g1	6055.m.48892
c101298_g1	6055.m.48897
c101299_g1	6055.m.48900
c101301_g1	6055.m.48903
c101303_g1	6055.m.48904
c101304_g1	6055.m.48917
c101306_g1	6055.m.48925
c101307_g1	6055.m.48927
c101308_g1	6055.m.48930
c101308_g2	6055.m.48935
c101309_g1	6055.m.48940
c101310_g1	6055.m.48941
c101310_g2	6055.m.48943
c101310_g3	6055.m.48945
c101311_g2	6055.m.48949
c101312_g1	6055.m.48954
c101313_g1	6055.m.48955
c101313_g2	6055.m.48960
c101314_g1	6055.m.48962
c101315_g1	6055.m.48970
c101316_g1	6055.m.48972
c101316_g2	6055.m.48979
c101316_g3	6055.m.48981
c101317_g1	6055.m.48989
c101318_g1	6055.m.48992
c101319_g1	6055.m.48994
c101320_g1	6055.m.48995
c101322_g1	6055.m.49005
c101322_g2	6055.m.49004
c101322_g3	6055.m.49007
c101322_g4	6055.m.49009
c101323_g1	6055.m.49010
c101324_g1	6055.m.49018
c101325_g1	6055.m.49019
c101325_g3	6055.m.49020
c101325_g4	6055.m.49023
c101325_g5	6055.m.49026
c101325_g6	6055.m.49028
c101325_g7	6055.m.49030
c101326_g1	6055.m.49037
c101327_g1	6055.m.49041
c101327_g2	6055.m.49045
c101328_g1	6055.m.49050
c101329_g1	6055.m.49051
c101331_g1	6055.m.49055
c101332_g1	6055.m.49057
